timestamp,gesture_action,Latency,CPU Utilization
2026-05-24T00:59:58.096+08:00,Pinch gestures,0.000063,28.3368
2026-05-24T01:00:05.733+08:00,Cursor movement,0.000082,29.2375
2026-05-24T01:00:09.689+08:00,Left-click,0.000062,29.7074
2026-05-24T01:00:13.528+08:00,Cursor movement,0.000070,40.4882
2026-05-24T01:00:23.696+08:00,Left-click,0.000058,30.6627
2026-05-24T01:00:28.192+08:00,Zoom gestures,0.000145,30.4156
2026-05-24T01:00:29.453+08:00,Right-click,0.000126,29.8519
2026-05-24T01:00:29.867+08:00,Cursor movement,0.000085,45.2214
2026-05-24T01:00:30.628+08:00,Zoom gestures,0.000118,22.5033
2026-05-24T01:00:33.495+08:00,Right-click,0.000112,30.9372
2026-05-24T01:00:39.072+08:00,Pinch gestures,0.000070,32.3167
2026-05-24T01:00:48.761+08:00,Pinch gestures,0.000043,38.5156
2026-05-24T01:01:13.963+08:00,Pinch gestures,0.000084,31.1620
2026-05-24T01:01:20.623+08:00,Cursor movement,0.000046,32.2427
2026-05-24T01:01:27.775+08:00,Left-click,0.000040,32.5417
2026-05-24T01:04:21.188+08:00,Cursor movement,0.000084,23.6603
2026-05-24T01:04:24.251+08:00,Left-click,0.000040,29.3764
2026-05-24T01:04:30.193+08:00,Cursor movement,0.000065,19.1601
2026-05-24T01:04:33.160+08:00,Zoom gestures,0.000117,30.0589
2026-05-24T01:04:33.890+08:00,Right-click,0.000061,40.8616
2026-05-24T01:04:39.191+08:00,Zoom gestures,0.000128,27.6094
2026-05-24T01:04:40.053+08:00,Right-click,0.000114,29.9544
2026-05-24T01:04:40.281+08:00,Cursor movement,0.000065,18.5185
2026-05-24T01:04:42.584+08:00,Left-click,0.000041,33.5010
2026-05-24T13:03:21.635+08:00,Drag and drop,0.000066,13.5229
2026-05-24T13:03:27.672+08:00,Open voice assistant,0.000067,13.8392
2026-05-24T13:06:45.971+08:00,Open voice assistant,0.000066,8.8050
2026-05-24T13:10:45.201+08:00,Cursor movement,0.000072,17.2350
2026-05-24T13:24:57.159+08:00,Cursor movement,0.000071,11.2094
2026-05-24T13:24:59.494+08:00,Drag and drop,0.000070,15.2238
2026-05-24T13:25:11.052+08:00,Cursor movement,0.000079,17.0331
2026-05-24T13:25:18.205+08:00,Launch Voice Assistant,0.000071,13.7636
2026-05-24T13:25:57.969+08:00,Drag and drop,0.000077,14.8744
2026-05-24T13:25:58.425+08:00,Launch Voice Assistant,0.000070,14.1328
2026-05-24T13:26:09.887+08:00,Cursor movement,0.000073,18.3206
2026-05-24T13:26:11.711+08:00,Left-click,0.000075,13.2653
2026-05-24T13:26:48.649+08:00,Drag and drop,0.000068,11.8662
2026-05-24T13:26:50.012+08:00,Launch Voice Assistant,0.000064,13.3238
2026-05-24T13:27:45.682+08:00,Cursor movement,0.000077,13.9469
2026-05-24T13:27:47.082+08:00,Drag and drop,0.000071,14.6006
2026-05-24T13:27:48.611+08:00,Cursor movement,0.000076,14.3127
2026-05-24T13:27:49.877+08:00,Right-click,0.000078,14.9919
2026-05-24T13:27:50.625+08:00,Cursor movement,0.000077,14.9669
2026-05-24T13:27:51.094+08:00,Left-click,0.000080,15.1139
2026-05-24T13:27:51.912+08:00,Cursor movement,0.000086,17.0588
2026-05-24T13:27:59.416+08:00,Left-click,0.000067,12.6149
2026-05-24T13:28:00.100+08:00,Cursor movement,0.000081,20.3514
2026-05-24T13:28:00.479+08:00,Left-click,0.000079,10.0756
2026-05-24T13:28:01.212+08:00,Cursor movement,0.000081,16.3073
2026-05-24T13:28:09.326+08:00,Double click,0.000081,14.4294
2026-05-24T13:28:10.086+08:00,Cursor movement,0.000073,16.3001
2026-05-24T13:28:11.888+08:00,Pinch gestures,0.000077,14.4246
2026-05-24T13:28:52.342+08:00,Cursor movement,0.000071,15.0307
2026-05-24T13:28:53.653+08:00,Left-click,0.000078,14.1280
2026-05-24T13:28:54.292+08:00,Cursor movement,0.000071,17.2989
2026-05-24T13:28:55.990+08:00,Left-click,0.000065,14.3183
2026-05-24T13:29:06.981+08:00,Cursor movement,0.000057,14.2283
2026-05-24T13:29:11.649+08:00,Launch Voice Assistant,0.000078,13.1606
2026-05-24T13:29:35.741+08:00,Launch Voice Assistant,0.000069,12.4227
2026-05-24T13:30:29.561+08:00,Cursor movement,0.000070,9.4260
2026-05-24T13:30:31.607+08:00,Left-click,0.000063,13.2283
2026-05-24T13:30:32.339+08:00,Cursor movement,0.000082,11.3416
2026-05-24T13:30:36.614+08:00,Left-click,0.000073,12.4743
2026-05-24T14:15:30.036+08:00,Launch Voice Assistant,0.000064,37.7305
2026-05-24T14:23:06.242+08:00,Cursor movement,0.000076,30.5970
2026-05-24T14:23:10.390+08:00,Left-click,0.000051,30.8734
2026-05-24T15:03:14.950+08:00,Cursor movement,0.000092,33.4490
2026-05-24T15:03:48.529+08:00,Cursor movement,0.000049,34.9458
2026-05-24T15:04:05.176+08:00,Left-click,0.000048,37.3786
2026-05-24T15:04:23.259+08:00,Pinch gestures,0.000072,48.6907
2026-05-24T15:04:24.803+08:00,Cursor movement,0.000093,36.9811
2026-05-24T15:04:31.322+08:00,Left-click,0.000045,39.5349
2026-05-24T15:08:09.666+08:00,Cursor movement,0.000050,25.2727
2026-05-24T15:08:40.986+08:00,Cursor movement,0.000048,35.0170
2026-05-24T15:08:57.268+08:00,Right-click,0.000080,32.8538
2026-05-24T15:08:58.218+08:00,Cursor movement,0.000047,29.6858
2026-05-24T15:09:13.892+08:00,Left-click,0.000082,30.0829
2026-05-24T15:09:14.630+08:00,Cursor movement,0.000071,30.1676
2026-05-24T15:09:41.212+08:00,Left-click,0.000050,32.9804
2026-05-24T15:14:59.219+08:00,Cursor movement,0.000049,30.8598
2026-05-24T15:15:15.167+08:00,Left-click,0.000081,29.1406
2026-05-24T15:15:56.848+08:00,Cursor movement,0.000096,28.0604
2026-05-24T15:16:41.141+08:00,Cursor movement,0.000056,37.7181
2026-05-24T15:16:51.852+08:00,Zoom gestures,0.000076,28.3889
2026-05-24T15:16:51.949+08:00,Cursor movement,0.000070,13.5417
2026-05-24T15:16:52.060+08:00,Zoom gestures,0.000074,9.3458
2026-05-24T15:16:55.264+08:00,Right-click,0.000041,25.4634
2026-05-24T15:16:55.971+08:00,Cursor movement,0.000049,42.3338
2026-05-24T15:17:00.181+08:00,Left-click,0.000079,29.9216
2026-05-24T15:21:39.300+08:00,Cursor movement,0.000088,33.1499
2026-05-24T15:22:27.707+08:00,Cursor movement,0.000078,46.1988
2026-05-24T15:23:21.599+08:00,Cursor movement,0.000051,38.7019
2026-05-24T15:23:44.741+08:00,Left-click,0.000076,34.1583
2026-05-24T15:23:54.933+08:00,Launch Voice Assistant,0.000070,33.5336
2026-05-24T15:24:46.776+08:00,Launch Voice Assistant,0.000085,43.9125
2026-05-24T15:24:58.403+08:00,Cursor movement,0.000102,38.9387
2026-05-24T15:25:08.791+08:00,Left-click,0.000052,33.7840
2026-05-24T15:25:24.313+08:00,Cursor movement,0.000059,46.8912
2026-05-24T15:25:49.160+08:00,Left-click,0.000064,33.2684
2026-05-24T15:32:38.023+08:00,Cursor movement,0.000083,40.8365
2026-05-24T15:32:55.804+08:00,Pinch gestures,0.000052,33.6382
2026-05-24T15:32:56.280+08:00,Cursor movement,0.000092,20.5761
2026-05-24T15:33:02.136+08:00,Left-click,0.000067,33.0797
2026-05-24T15:33:08.549+08:00,Cursor movement,0.000089,53.3223
2026-05-24T15:33:27.513+08:00,Left-click,0.000046,35.6223
2026-05-24T15:33:33.191+08:00,Cursor movement,0.000096,26.4487
2026-05-24T15:33:43.367+08:00,Left-click,0.000098,36.9369
2026-05-24T15:33:43.821+08:00,Cursor movement,0.000112,50.3282
2026-05-24T15:34:00.932+08:00,Left-click,0.000092,34.6102
2026-05-24T15:34:08.753+08:00,Cursor movement,0.000051,36.7758
2026-05-24T15:34:19.827+08:00,Left-click,0.000049,42.8783
2026-05-24T15:34:20.537+08:00,Cursor movement,0.000082,25.8380
2026-05-24T15:34:21.271+08:00,Right-click,0.000047,46.7277
2026-05-24T15:34:21.977+08:00,Cursor movement,0.000072,19.4715
2026-05-24T15:34:30.584+08:00,Left-click,0.000088,34.4303
2026-05-24T15:34:31.353+08:00,Cursor movement,0.000064,45.0382
2026-05-24T15:34:33.753+08:00,Launch Voice Assistant,0.000090,29.2802
2026-05-24T15:39:26.481+08:00,Cursor movement,0.000070,29.9392
2026-05-24T15:39:41.730+08:00,Left-click,0.000078,31.0461
2026-05-24T15:39:42.210+08:00,Cursor movement,0.000078,17.5000
2026-05-24T15:39:45.490+08:00,Left-click,0.000107,28.7960
2026-05-24T15:39:56.003+08:00,Cursor movement,0.000090,31.3738
2026-05-24T15:40:11.037+08:00,Pinch gestures,0.000054,31.9630
2026-05-24T15:40:15.954+08:00,Cursor movement,0.000077,31.3756
2026-05-24T15:40:17.655+08:00,Right-click,0.000089,27.9594
2026-05-24T15:40:18.354+08:00,Cursor movement,0.000055,48.9627
2026-05-24T15:40:18.759+08:00,Left-click,0.000063,15.6171
2026-05-24T15:40:19.683+08:00,Cursor movement,0.000050,37.4220
2026-05-24T15:40:20.329+08:00,Right-click,0.000072,14.9231
2026-05-24T15:40:21.218+08:00,Cursor movement,0.000049,41.6847
2026-05-24T15:40:22.551+08:00,Left-click,0.000044,31.0771
2026-05-24T15:40:23.075+08:00,Cursor movement,0.000082,19.2523
2026-05-24T15:40:25.371+08:00,Right-click,0.000048,42.1536
2026-05-24T15:40:26.068+08:00,Cursor movement,0.000076,29.6875
2026-05-24T15:40:28.085+08:00,Left-click,0.000044,42.8844
2026-05-24T15:40:28.602+08:00,Cursor movement,0.000081,19.1033
2026-05-24T15:40:30.788+08:00,Pinch gestures,0.000078,34.8155
2026-05-24T15:45:36.543+08:00,Cursor movement,0.000051,34.5232
2026-05-24T15:46:26.669+08:00,Double click,0.000105,29.2403
2026-05-24T15:46:54.458+08:00,Cursor movement,0.000103,28.4958
2026-05-24T15:47:20.209+08:00,Cursor movement,0.000059,30.1221
2026-05-24T15:47:33.805+08:00,Left-click,0.000073,31.4945
2026-05-24T15:53:26.548+08:00,Cursor movement,0.000095,32.7498
2026-05-24T15:53:37.530+08:00,Left-click,0.000063,31.5075
2026-05-24T15:54:15.777+08:00,Cursor movement,0.000078,39.9192
2026-05-24T15:54:25.829+08:00,Left-click,0.000043,32.7462
2026-05-24T15:54:35.884+08:00,Cursor movement,0.000048,37.7931
2026-05-24T15:54:43.233+08:00,Left-click,0.000043,34.1652
2026-05-24T15:54:44.545+08:00,Cursor movement,0.000086,35.6305
2026-05-24T15:54:44.962+08:00,Left-click,0.000062,14.5278
2026-05-24T15:54:46.502+08:00,Cursor movement,0.000082,31.3490
2026-05-24T15:55:00.379+08:00,Pinch gestures,0.000048,31.7075
2026-05-24T15:55:04.476+08:00,Cursor movement,0.000101,31.4530
2026-05-24T15:55:16.915+08:00,Left-click,0.000046,32.7005
2026-05-24T15:55:24.201+08:00,Cursor movement,0.000047,47.8548
2026-05-24T15:55:35.042+08:00,Left-click,0.000083,33.6944
2026-05-24T15:55:35.754+08:00,Cursor movement,0.000057,40.8309
2026-05-24T15:55:37.579+08:00,Left-click,0.000074,29.0977
2026-05-24T15:56:34.925+08:00,Cursor movement,0.000077,37.5977
2026-05-24T15:56:52.035+08:00,Left-click,0.000069,33.6423
2026-05-24T15:56:52.776+08:00,Cursor movement,0.000057,43.8776
2026-05-24T15:56:54.996+08:00,Left-click,0.000061,25.7881
2026-05-24T15:56:58.262+08:00,Cursor movement,0.000088,30.7624
2026-05-24T15:57:03.635+08:00,Pinch gestures,0.000067,32.3895
2026-05-24T15:57:08.890+08:00,Cursor movement,0.000047,37.5877
2026-05-24T15:57:10.838+08:00,Left-click,0.000064,28.4216
2026-05-24T15:57:15.377+08:00,Cursor movement,0.000077,30.3547
2026-05-24T15:57:28.919+08:00,Pinch gestures,0.000112,32.9024
2026-05-24T15:57:37.677+08:00,Cursor movement,0.000049,32.0985
2026-05-24T15:57:53.503+08:00,Launch Voice Assistant,0.000044,33.9134
2026-05-24T15:58:31.867+08:00,Cursor movement,0.000069,19.6406
2026-05-24T15:58:41.308+08:00,Left-click,0.000044,32.5987
2026-05-24T15:58:50.114+08:00,Cursor movement,0.000048,31.8689
2026-05-24T15:58:55.776+08:00,Right-click,0.000079,31.4242
2026-05-24T15:58:56.624+08:00,Cursor movement,0.000068,39.9072
2026-05-24T15:58:58.602+08:00,Left-click,0.000082,28.5493
2026-05-24T15:58:59.213+08:00,Cursor movement,0.000076,32.0583
2026-05-24T15:59:01.810+08:00,Double click,0.000051,32.0537
2026-05-24T15:59:02.684+08:00,Cursor movement,0.000094,34.1491
2026-05-24T15:59:07.907+08:00,Pinch gestures,0.000063,32.5388
2026-05-24T15:59:12.377+08:00,Cursor movement,0.000071,28.3326
2026-05-24T15:59:18.574+08:00,Left-click,0.000062,33.0159
2026-05-24T15:59:19.686+08:00,Cursor movement,0.000055,59.9488
2026-05-24T15:59:23.864+08:00,Left-click,0.000051,31.6400
2026-05-24T15:59:25.218+08:00,Cursor movement,0.000050,34.2087
2026-05-24T15:59:26.640+08:00,Left-click,0.000046,33.9700
2026-05-24T15:59:27.394+08:00,Cursor movement,0.000077,27.0130
2026-05-24T15:59:33.830+08:00,Pinch gestures,0.000042,33.3734
2026-05-24T15:59:37.382+08:00,Cursor movement,0.000068,29.6832
2026-05-24T15:59:42.761+08:00,Left-click,0.000049,34.9946
2026-05-24T15:59:43.485+08:00,Cursor movement,0.000093,34.9120
2026-05-24T15:59:52.283+08:00,Left-click,0.000043,35.6160
2026-05-24T16:11:39.640+08:00,Cursor movement,0.000093,39.1016
2026-05-24T16:11:50.899+08:00,Pinch gestures,0.000067,30.2481
2026-05-24T16:11:57.051+08:00,Cursor movement,0.000071,21.3790
2026-05-24T16:12:05.207+08:00,Launch Voice Assistant,0.000067,22.4587
2026-05-24T16:12:39.735+08:00,Cursor movement,0.000079,17.5781
2026-05-24T16:12:45.633+08:00,Left-click,0.000065,19.9605
2026-05-24T16:12:57.657+08:00,Cursor movement,0.000079,18.3399
2026-05-24T16:13:02.933+08:00,Pinch gestures,0.000066,21.7958
2026-05-24T16:13:07.935+08:00,Cursor movement,0.000074,19.8097
2026-05-24T16:13:17.745+08:00,Left-click,0.000082,24.2090
2026-05-24T16:13:18.417+08:00,Cursor movement,0.000082,23.7956
2026-05-24T16:13:20.039+08:00,Left-click,0.000082,23.0769
2026-05-24T16:13:22.317+08:00,Cursor movement,0.000078,21.6965
2026-05-24T16:13:24.863+08:00,Left-click,0.000070,21.2269
2026-05-24T16:13:25.543+08:00,Cursor movement,0.000082,22.9018
2026-05-24T16:13:26.616+08:00,Left-click,0.000071,19.5100
2026-05-24T16:13:30.092+08:00,Cursor movement,0.000076,19.9497
2026-05-24T16:13:39.056+08:00,Launch Voice Assistant,0.000104,21.2072
2026-05-24T16:14:28.771+08:00,Cursor movement,0.000072,24.6184
2026-05-24T16:14:34.587+08:00,Left-click,0.000158,27.5063
2026-05-24T16:14:34.986+08:00,Cursor movement,0.000075,28.9157
2026-05-24T16:14:38.642+08:00,Left-click,0.000069,30.8513
2026-05-24T16:14:40.268+08:00,Cursor movement,0.000076,31.3210
2026-05-24T16:14:41.464+08:00,Left-click,0.000097,29.8952
2026-05-24T16:14:41.760+08:00,Cursor movement,0.000088,32.8947
2026-05-24T16:14:42.914+08:00,Right-click,0.000073,33.2229
2026-05-24T16:14:44.379+08:00,Cursor movement,0.000096,31.6897
2026-05-24T16:14:45.971+08:00,Left-click,0.000098,34.7561
2026-05-24T16:14:47.486+08:00,Cursor movement,0.000099,38.7158
2026-05-24T16:15:01.640+08:00,Left-click,0.000080,27.6107
2026-05-24T23:23:01.566+08:00,Cursor movement,0.000084,21.5408
2026-05-24T23:23:04.052+08:00,Right-click,0.000076,14.6380
2026-05-24T23:23:04.768+08:00,Cursor movement,0.000089,17.6230
2026-05-24T23:23:06.241+08:00,Left-click,0.000068,11.2807
2026-05-24T23:30:19.405+08:00,Cursor movement,0.000073,18.4192
2026-05-24T23:30:22.339+08:00,Left-click,0.000066,13.2606
2026-05-24T23:30:29.130+08:00,Pinch gestures,0.000067,13.7526
2026-05-24T23:30:39.576+08:00,Launch Voice Assistant,0.000072,16.1215
2026-05-24T23:35:43.044+08:00,Launch Voice Assistant,0.000068,22.4872
2026-05-24T23:40:45.825+08:00,Zoom gestures,0.000085,28.0553
2026-05-24T23:40:50.124+08:00,Right-click,0.000078,23.6795
2026-05-24T23:40:50.355+08:00,Cursor movement,0.000051,12.9167
2026-05-24T23:40:54.499+08:00,Left-click,0.000079,28.7391
2026-05-24T23:43:23.517+08:00,Pinch gestures,0.000074,15.8103
2026-05-24T23:43:31.797+08:00,Cursor movement,0.000078,12.9956
2026-05-24T23:43:34.035+08:00,Left-click,0.000067,12.4728
2026-05-24T23:51:45.018+08:00,Launch Voice Assistant,0.000072,10.7060
2026-05-25T00:02:32.823+08:00,Launch Voice Assistant,0.000094,13.6435
2026-05-25T00:02:53.049+08:00,Cursor movement,0.000091,12.8139
2026-05-25T00:02:54.984+08:00,Left-click,0.000072,14.8485
2026-05-25T00:09:26.869+08:00,Cursor movement,0.000072,11.8574
2026-05-25T00:09:30.667+08:00,Left-click,0.000063,12.8014
2026-05-25T00:09:36.298+08:00,Cursor movement,0.000072,11.0621
2026-05-25T00:09:39.417+08:00,Left-click,0.000085,14.5969
2026-05-25T00:35:40.533+08:00,Cursor movement,0.000091,18.1296
2026-05-25T00:35:43.611+08:00,Left-click,0.000083,13.4050
2026-05-25T00:35:48.802+08:00,Launch Voice Assistant,0.000073,19.0850
2026-05-25T11:53:45.300+08:00,Cursor movement,0.000077,16.1846
2026-05-25T11:53:52.561+08:00,Launch Voice Assistant,0.000086,13.9426
2026-05-25T11:54:47.759+08:00,Cursor movement,0.000088,12.8028
2026-05-25T11:54:49.256+08:00,Launch Voice Assistant,0.000065,12.9581
2026-06-01T10:32:40.340+08:00,Cursor movement,0.000087,16.3580
2026-06-01T10:32:42.570+08:00,Left-click,0.000067,12.4183
2026-06-01T10:34:57.064+08:00,Drag and drop,0.000064,11.9436
2026-06-01T10:42:23.267+08:00,Cursor movement,0.000099,8.3493
2026-06-01T10:42:26.506+08:00,Left-click,0.000072,11.8588
2026-06-01T11:33:05.871+08:00,Cursor movement,0.000072,15.1463
2026-06-01T11:33:09.490+08:00,Left-click,0.000073,15.5024
2026-06-01T11:33:10.448+08:00,Cursor movement,0.000074,13.3470
2026-06-01T11:33:12.886+08:00,Left-click,0.000044,15.8901
2026-06-01T11:34:24.114+08:00,Cursor movement,0.000132,14.3558
2026-06-01T11:34:25.945+08:00,Launch Voice Assistant,0.000045,14.5811
2026-06-01T11:35:14.479+08:00,Cursor movement,0.000085,16.7945
2026-06-01T11:35:17.467+08:00,Left-click,0.000045,19.5003
2026-06-01T11:35:18.450+08:00,Cursor movement,0.000085,18.0735
2026-06-01T11:35:19.710+08:00,Right-click,0.000045,15.3787
2026-06-01T11:35:21.559+08:00,Cursor movement,0.000108,17.7521
2026-06-01T11:35:25.829+08:00,Right-click,0.000074,18.3051
2026-06-01T11:35:27.878+08:00,Cursor movement,0.000095,18.4941
2026-06-01T11:35:29.426+08:00,Left-click,0.000072,20.4660
2026-06-01T12:20:51.354+08:00,Cursor movement,0.000073,11.8063
2026-06-01T12:20:53.528+08:00,Launch Voice Assistant,0.000073,16.8796
2026-06-01T12:30:40.707+08:00,Cursor movement,0.000078,18.6978
2026-06-01T12:30:49.461+08:00,Right-click,0.000045,19.5003
2026-06-01T12:30:52.126+08:00,Cursor movement,0.000079,22.9592
2026-06-01T12:30:56.794+08:00,Right-click,0.000044,16.4472
2026-06-01T12:30:58.748+08:00,Cursor movement,0.000077,12.1743
2026-06-01T12:31:09.759+08:00,Left-click,0.000074,14.2124
2026-06-01T12:31:10.778+08:00,Cursor movement,0.000052,39.3130
2026-06-01T12:31:15.906+08:00,Launch Voice Assistant,0.000079,25.4408
2026-06-01T13:50:16.523+08:00,Cursor movement,0.000082,25.1174
2026-06-01T13:50:19.568+08:00,Launch Voice Assistant,0.000065,16.8969
2026-06-01T13:54:36.916+08:00,Cursor movement,0.000091,17.1602
2026-06-01T13:54:40.622+08:00,Left-click,0.000070,16.8700
2026-06-01T13:54:46.981+08:00,Cursor movement,0.000078,9.3674
2026-06-01T13:54:49.891+08:00,Launch Voice Assistant,0.000084,18.2396
2026-06-01T13:55:01.145+08:00,Cursor movement,0.000078,21.6056
2026-06-01T13:55:03.560+08:00,Left-click,0.000068,15.4743
2026-06-01T13:56:36.199+08:00,Cursor movement,0.000066,17.7315
2026-06-01T13:56:40.039+08:00,Launch Voice Assistant,0.000077,34.1686
2026-06-08T11:47:42.833+08:00,Cursor movement,0.000078,9.5997
2026-06-08T11:47:46.808+08:00,Launch Voice Assistant,0.000082,10.9475
2026-06-08T11:48:28.884+08:00,Cursor movement,0.000069,11.6558
2026-06-08T11:48:35.144+08:00,Launch Voice Assistant,0.000079,11.0576
2026-06-08T11:50:19.253+08:00,Cursor movement,0.000071,12.1638
2026-06-08T11:50:21.439+08:00,Left-click,0.000072,11.9613
2026-06-08T11:50:38.458+08:00,Cursor movement,0.000076,8.9109
2026-06-08T11:50:44.273+08:00,Left-click,0.000062,12.1759
2026-06-08T12:33:16.595+08:00,Cursor movement,0.000125,13.1839
2026-06-08T12:33:25.785+08:00,Left-click,0.000063,11.9348
2026-06-08T12:33:26.602+08:00,Cursor movement,0.000072,10.2748
2026-06-08T12:33:29.234+08:00,Left-click,0.000112,11.1769
2026-06-08T12:33:33.327+08:00,Double click,0.000080,9.7909
2026-06-08T12:33:34.382+08:00,Cursor movement,0.000097,9.0573
2026-06-08T12:33:45.152+08:00,Double click,0.000108,13.4846
2026-06-08T12:33:49.517+08:00,Pinch gestures,0.000092,13.0135
2026-06-08T12:33:59.315+08:00,Double click,0.000100,13.4650
2026-06-08T12:34:00.542+08:00,Launch Voice Assistant,0.000096,16.7457
2026-06-08T12:39:57.563+08:00,Double click,0.000113,12.2863
2026-06-08T12:39:58.455+08:00,Cursor movement,0.000105,11.6763
2026-06-08T12:40:03.607+08:00,Left-click,0.000081,14.4873
2026-06-08T12:40:04.311+08:00,Cursor movement,0.000076,11.5493
2026-06-08T12:40:08.495+08:00,Left-click,0.000072,13.3690
2026-06-08T12:40:10.348+08:00,Cursor movement,0.000095,9.7689
2026-06-08T12:40:14.121+08:00,Left-click,0.000063,12.0597
2026-06-08T12:40:14.550+08:00,Cursor movement,0.000078,16.2162
2026-06-08T12:40:16.632+08:00,Drag and drop,0.000062,15.2385
2026-06-08T12:40:18.047+08:00,Cursor movement,0.000087,14.8481
2026-06-08T12:40:23.836+08:00,Drag and drop,0.000079,11.8784
2026-06-08T12:40:24.553+08:00,Pinch gestures,0.000072,13.7042
2026-06-08T12:40:27.307+08:00,Cursor movement,0.000100,11.6040
2026-06-08T12:40:30.661+08:00,Pinch gestures,0.000071,12.5977
2026-06-08T12:40:34.973+08:00,Cursor movement,0.000075,15.0518
2026-06-08T12:40:36.482+08:00,Left-click,0.000078,14.4231
2026-06-08T12:40:36.990+08:00,Cursor movement,0.000100,25.7634
2026-06-08T12:40:39.434+08:00,Left-click,0.000070,27.0110
2026-06-08T12:40:40.161+08:00,Cursor movement,0.000069,28.6280
2026-06-08T12:40:41.228+08:00,Zoom gestures,0.000176,19.5791
2026-06-08T12:40:43.968+08:00,Right-click,0.000131,28.5564
2026-06-08T12:40:45.407+08:00,Drag and drop,0.000048,25.1832
2026-06-08T12:40:52.980+08:00,Cursor movement,0.000142,13.5869
2026-06-08T12:41:01.842+08:00,Right-click,0.000082,13.0354
2026-06-08T12:41:02.216+08:00,Cursor movement,0.000068,19.2208
2026-06-08T12:41:05.878+08:00,Left-click,0.000062,12.3375
2026-06-08T12:41:06.430+08:00,Cursor movement,0.000084,9.9115
2026-06-08T12:41:31.399+08:00,Left-click,0.000063,14.6232
2026-06-08T12:41:31.789+08:00,Cursor movement,0.000070,11.5090
2026-06-08T12:41:32.680+08:00,Left-click,0.000080,9.7162
2026-06-08T12:41:33.518+08:00,Cursor movement,0.000079,22.4886
2026-06-08T12:41:34.979+08:00,Left-click,0.000068,23.8757
2026-06-08T12:41:36.003+08:00,Cursor movement,0.000083,21.5105
2026-06-08T12:41:41.150+08:00,Launch Voice Assistant,0.000102,16.0000
2026-06-14T13:48:49.544+08:00,Cursor movement,0.000070,10.3867
2026-06-14T13:48:55.754+08:00,Pinch gestures,0.000063,12.2587
2026-06-14T13:48:56.525+08:00,Cursor movement,0.000064,11.7424
2026-06-14T13:49:03.469+08:00,Right-click,0.000066,12.7418
2026-06-14T13:49:03.983+08:00,Cursor movement,0.000075,10.5973
2026-06-14T13:49:07.926+08:00,Left-click,0.000062,10.9849
2026-06-14T13:49:08.541+08:00,Cursor movement,0.000077,13.2911
2026-06-14T13:49:10.064+08:00,Left-click,0.000075,18.5987
2026-06-14T13:49:10.481+08:00,Cursor movement,0.000071,23.6111
2026-06-14T13:49:15.403+08:00,Pinch gestures,0.000071,16.5580
2026-06-14T13:49:15.754+08:00,Drag and drop,0.000060,11.3314
2026-06-14T13:49:17.821+08:00,Cursor movement,0.000069,14.5961
2026-06-14T13:49:21.922+08:00,Drag and drop,0.000066,13.2937
2026-06-14T13:49:22.201+08:00,Pinch gestures,0.000112,11.3793
2026-06-14T13:49:22.229+08:00,Drag and drop,0.000061,32.2581
2026-06-14T13:49:24.099+08:00,Pinch gestures,0.000065,13.7859
2026-06-14T13:49:24.243+08:00,Drag and drop,0.000077,12.4138
2026-06-14T13:49:25.315+08:00,Cursor movement,0.000069,13.2969
2026-06-14T13:49:26.173+08:00,Left-click,0.000062,10.0112
2026-06-14T13:49:26.688+08:00,Cursor movement,0.000076,15.0289
2026-06-14T13:49:27.923+08:00,Pinch gestures,0.000080,13.2283
2026-06-14T13:49:30.136+08:00,Cursor movement,0.000075,13.6722
2026-06-14T13:49:31.713+08:00,Left-click,0.000083,13.2672
2026-06-14T13:49:32.276+08:00,Cursor movement,0.000090,14.2373
2026-06-14T13:49:34.074+08:00,Left-click,0.000070,14.7826
2026-06-14T13:49:34.122+08:00,Pinch gestures,0.000060,12.5000
2026-06-14T13:49:37.316+08:00,Left-click,0.000079,15.3120
2026-06-14T13:49:37.832+08:00,Cursor movement,0.000077,16.3776
2026-06-14T13:49:51.450+08:00,Pinch gestures,0.000068,14.6912
2026-06-14T13:49:58.401+08:00,Cursor movement,0.000106,14.8782
2026-06-14T13:50:02.028+08:00,Left-click,0.000067,13.0388
2026-06-14T13:50:02.726+08:00,Cursor movement,0.000076,11.9777
2026-06-14T13:50:05.971+08:00,Left-click,0.000074,12.6575
2026-06-14T13:50:13.144+08:00,Drag and drop,0.000077,14.2663
2026-06-14T13:50:13.544+08:00,Cursor movement,0.000070,10.3614
2026-06-14T13:50:16.549+08:00,Left-click,0.000060,10.2489
2026-06-14T13:50:20.028+08:00,Pinch gestures,0.000066,19.3395
2026-06-14T13:50:28.112+08:00,Cursor movement,0.000071,14.5367
2026-06-14T13:50:29.265+08:00,Pinch gestures,0.000068,15.1104
2026-06-14T13:50:32.541+08:00,Cursor movement,0.000080,15.0921
2026-06-14T13:50:35.889+08:00,Left-click,0.000061,13.7641
2026-06-14T13:50:36.371+08:00,Cursor movement,0.000068,15.3846
2026-06-14T13:50:38.604+08:00,Left-click,0.000062,12.9525
2026-06-14T13:50:52.443+08:00,Pinch gestures,0.000063,17.4338
2026-06-14T13:50:53.077+08:00,Cursor movement,0.000070,18.0835
2026-06-14T13:50:55.031+08:00,Pinch gestures,0.000121,12.7246
2026-06-14T13:51:02.656+08:00,Cursor movement,0.000089,15.6330
